id,label_itc,taxon,device,start_datetime,end_datetime
13.f8d61a5c.1594850400,13,Elateridae,f8d61a5c,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.08038ade.1593036000,14,Other Coleoptera,08038ade,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.08038ade.1593640800,14,Other Coleoptera,08038ade,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.08038ade.1594245600,14,Other Coleoptera,08038ade,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.08038ade.1594850400,14,Other Coleoptera,08038ade,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.0a5bb6f4.1593036000,14,Other Coleoptera,0a5bb6f4,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.0a5bb6f4.1593640800,14,Other Coleoptera,0a5bb6f4,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.0a5bb6f4.1594245600,14,Other Coleoptera,0a5bb6f4,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.0a5bb6f4.1594850400,14,Other Coleoptera,0a5bb6f4,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.15e612cd.1593036000,14,Other Coleoptera,15e612cd,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.15e612cd.1593640800,14,Other Coleoptera,15e612cd,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.15e612cd.1594245600,14,Other Coleoptera,15e612cd,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.15e612cd.1594850400,14,Other Coleoptera,15e612cd,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.1b74105a.1593036000,14,Other Coleoptera,1b74105a,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.1b74105a.1593640800,14,Other Coleoptera,1b74105a,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.1b74105a.1594245600,14,Other Coleoptera,1b74105a,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.1b74105a.1594850400,14,Other Coleoptera,1b74105a,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.398948ee.1593036000,14,Other Coleoptera,398948ee,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.398948ee.1593640800,14,Other Coleoptera,398948ee,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.398948ee.1594245600,14,Other Coleoptera,398948ee,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.398948ee.1594850400,14,Other Coleoptera,398948ee,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.5595c586.1593036000,14,Other Coleoptera,5595c586,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.5595c586.1593640800,14,Other Coleoptera,5595c586,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.5595c586.1594245600,14,Other Coleoptera,5595c586,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.5595c586.1594850400,14,Other Coleoptera,5595c586,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.5c173ff2.1593036000,14,Other Coleoptera,5c173ff2,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.5c173ff2.1593640800,14,Other Coleoptera,5c173ff2,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.5c173ff2.1594245600,14,Other Coleoptera,5c173ff2,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.5c173ff2.1594850400,14,Other Coleoptera,5c173ff2,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.d9699ed0.1593036000,14,Other Coleoptera,d9699ed0,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.d9699ed0.1593640800,14,Other Coleoptera,d9699ed0,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.d9699ed0.1594245600,14,Other Coleoptera,d9699ed0,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.d9699ed0.1594850400,14,Other Coleoptera,d9699ed0,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.f54ac578.1593036000,14,Other Coleoptera,f54ac578,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.f54ac578.1593640800,14,Other Coleoptera,f54ac578,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.f54ac578.1594245600,14,Other Coleoptera,f54ac578,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.f54ac578.1594850400,14,Other Coleoptera,f54ac578,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
14.f8d61a5c.1593036000,14,Other Coleoptera,f8d61a5c,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
14.f8d61a5c.1593640800,14,Other Coleoptera,f8d61a5c,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
14.f8d61a5c.1594245600,14,Other Coleoptera,f8d61a5c,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
14.f8d61a5c.1594850400,14,Other Coleoptera,f8d61a5c,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.08038ade.1593036000,15,Figitidae,08038ade,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.08038ade.1593640800,15,Figitidae,08038ade,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.08038ade.1594245600,15,Figitidae,08038ade,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.08038ade.1594850400,15,Figitidae,08038ade,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.0a5bb6f4.1593036000,15,Figitidae,0a5bb6f4,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.0a5bb6f4.1593640800,15,Figitidae,0a5bb6f4,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.0a5bb6f4.1594245600,15,Figitidae,0a5bb6f4,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.0a5bb6f4.1594850400,15,Figitidae,0a5bb6f4,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.15e612cd.1593036000,15,Figitidae,15e612cd,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.15e612cd.1593640800,15,Figitidae,15e612cd,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.15e612cd.1594245600,15,Figitidae,15e612cd,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.15e612cd.1594850400,15,Figitidae,15e612cd,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.1b74105a.1593036000,15,Figitidae,1b74105a,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.1b74105a.1593640800,15,Figitidae,1b74105a,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.1b74105a.1594245600,15,Figitidae,1b74105a,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.1b74105a.1594850400,15,Figitidae,1b74105a,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.398948ee.1593036000,15,Figitidae,398948ee,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.398948ee.1593640800,15,Figitidae,398948ee,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.398948ee.1594245600,15,Figitidae,398948ee,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.398948ee.1594850400,15,Figitidae,398948ee,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.5595c586.1593036000,15,Figitidae,5595c586,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.5595c586.1593640800,15,Figitidae,5595c586,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.5595c586.1594245600,15,Figitidae,5595c586,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.5595c586.1594850400,15,Figitidae,5595c586,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.5c173ff2.1593036000,15,Figitidae,5c173ff2,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.5c173ff2.1593640800,15,Figitidae,5c173ff2,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.5c173ff2.1594245600,15,Figitidae,5c173ff2,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.5c173ff2.1594850400,15,Figitidae,5c173ff2,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.d9699ed0.1593036000,15,Figitidae,d9699ed0,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.d9699ed0.1593640800,15,Figitidae,d9699ed0,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.d9699ed0.1594245600,15,Figitidae,d9699ed0,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.d9699ed0.1594850400,15,Figitidae,d9699ed0,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.f54ac578.1593036000,15,Figitidae,f54ac578,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.f54ac578.1593640800,15,Figitidae,f54ac578,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.f54ac578.1594245600,15,Figitidae,f54ac578,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.f54ac578.1594850400,15,Figitidae,f54ac578,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
15.f8d61a5c.1593036000,15,Figitidae,f8d61a5c,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
15.f8d61a5c.1593640800,15,Figitidae,f8d61a5c,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
15.f8d61a5c.1594245600,15,Figitidae,f8d61a5c,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
15.f8d61a5c.1594850400,15,Figitidae,f8d61a5c,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.08038ade.1593036000,16,L. laevissimum,08038ade,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.08038ade.1593640800,16,L. laevissimum,08038ade,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.08038ade.1594245600,16,L. laevissimum,08038ade,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.08038ade.1594850400,16,L. laevissimum,08038ade,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.0a5bb6f4.1593036000,16,L. laevissimum,0a5bb6f4,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.0a5bb6f4.1593640800,16,L. laevissimum,0a5bb6f4,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.0a5bb6f4.1594245600,16,L. laevissimum,0a5bb6f4,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.0a5bb6f4.1594850400,16,L. laevissimum,0a5bb6f4,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.15e612cd.1593036000,16,L. laevissimum,15e612cd,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.15e612cd.1593640800,16,L. laevissimum,15e612cd,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.15e612cd.1594245600,16,L. laevissimum,15e612cd,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.15e612cd.1594850400,16,L. laevissimum,15e612cd,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.1b74105a.1593036000,16,L. laevissimum,1b74105a,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.1b74105a.1593640800,16,L. laevissimum,1b74105a,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.1b74105a.1594245600,16,L. laevissimum,1b74105a,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.1b74105a.1594850400,16,L. laevissimum,1b74105a,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.398948ee.1593036000,16,L. laevissimum,398948ee,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.398948ee.1593640800,16,L. laevissimum,398948ee,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.398948ee.1594245600,16,L. laevissimum,398948ee,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.398948ee.1594850400,16,L. laevissimum,398948ee,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.5595c586.1593036000,16,L. laevissimum,5595c586,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.5595c586.1593640800,16,L. laevissimum,5595c586,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.5595c586.1594245600,16,L. laevissimum,5595c586,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.5595c586.1594850400,16,L. laevissimum,5595c586,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.5c173ff2.1593036000,16,L. laevissimum,5c173ff2,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.5c173ff2.1593640800,16,L. laevissimum,5c173ff2,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.5c173ff2.1594245600,16,L. laevissimum,5c173ff2,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.5c173ff2.1594850400,16,L. laevissimum,5c173ff2,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.d9699ed0.1593036000,16,L. laevissimum,d9699ed0,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.d9699ed0.1593640800,16,L. laevissimum,d9699ed0,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.d9699ed0.1594245600,16,L. laevissimum,d9699ed0,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.d9699ed0.1594850400,16,L. laevissimum,d9699ed0,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.f54ac578.1593036000,16,L. laevissimum,f54ac578,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.f54ac578.1593640800,16,L. laevissimum,f54ac578,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.f54ac578.1594245600,16,L. laevissimum,f54ac578,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.f54ac578.1594850400,16,L. laevissimum,f54ac578,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
16.f8d61a5c.1593036000,16,L. laevissimum,f8d61a5c,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
16.f8d61a5c.1593640800,16,L. laevissimum,f8d61a5c,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
16.f8d61a5c.1594245600,16,L. laevissimum,f8d61a5c,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
16.f8d61a5c.1594850400,16,L. laevissimum,f8d61a5c,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.08038ade.1593036000,17,Lepidoptera,08038ade,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.08038ade.1593640800,17,Lepidoptera,08038ade,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.08038ade.1594245600,17,Lepidoptera,08038ade,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.08038ade.1594850400,17,Lepidoptera,08038ade,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.0a5bb6f4.1593036000,17,Lepidoptera,0a5bb6f4,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.0a5bb6f4.1593640800,17,Lepidoptera,0a5bb6f4,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.0a5bb6f4.1594245600,17,Lepidoptera,0a5bb6f4,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.0a5bb6f4.1594850400,17,Lepidoptera,0a5bb6f4,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.15e612cd.1593036000,17,Lepidoptera,15e612cd,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.15e612cd.1593640800,17,Lepidoptera,15e612cd,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.15e612cd.1594245600,17,Lepidoptera,15e612cd,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.15e612cd.1594850400,17,Lepidoptera,15e612cd,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.1b74105a.1593036000,17,Lepidoptera,1b74105a,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.1b74105a.1593640800,17,Lepidoptera,1b74105a,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.1b74105a.1594245600,17,Lepidoptera,1b74105a,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.1b74105a.1594850400,17,Lepidoptera,1b74105a,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.398948ee.1593036000,17,Lepidoptera,398948ee,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.398948ee.1593640800,17,Lepidoptera,398948ee,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.398948ee.1594245600,17,Lepidoptera,398948ee,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.398948ee.1594850400,17,Lepidoptera,398948ee,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.5595c586.1593036000,17,Lepidoptera,5595c586,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.5595c586.1593640800,17,Lepidoptera,5595c586,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.5595c586.1594245600,17,Lepidoptera,5595c586,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.5595c586.1594850400,17,Lepidoptera,5595c586,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.5c173ff2.1593036000,17,Lepidoptera,5c173ff2,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.5c173ff2.1593640800,17,Lepidoptera,5c173ff2,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.5c173ff2.1594245600,17,Lepidoptera,5c173ff2,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.5c173ff2.1594850400,17,Lepidoptera,5c173ff2,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.d9699ed0.1593036000,17,Lepidoptera,d9699ed0,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.d9699ed0.1593640800,17,Lepidoptera,d9699ed0,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.d9699ed0.1594245600,17,Lepidoptera,d9699ed0,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.d9699ed0.1594850400,17,Lepidoptera,d9699ed0,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.f54ac578.1593036000,17,Lepidoptera,f54ac578,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.f54ac578.1593640800,17,Lepidoptera,f54ac578,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.f54ac578.1594245600,17,Lepidoptera,f54ac578,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.f54ac578.1594850400,17,Lepidoptera,f54ac578,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
17.f8d61a5c.1593036000,17,Lepidoptera,f8d61a5c,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
17.f8d61a5c.1593640800,17,Lepidoptera,f8d61a5c,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
17.f8d61a5c.1594245600,17,Lepidoptera,f8d61a5c,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
17.f8d61a5c.1594850400,17,Lepidoptera,f8d61a5c,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.08038ade.1593036000,2,Typhlocybinae,08038ade,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.08038ade.1593640800,2,Typhlocybinae,08038ade,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.08038ade.1594245600,2,Typhlocybinae,08038ade,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.08038ade.1594850400,2,Typhlocybinae,08038ade,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.0a5bb6f4.1593036000,2,Typhlocybinae,0a5bb6f4,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.0a5bb6f4.1593640800,2,Typhlocybinae,0a5bb6f4,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.0a5bb6f4.1594245600,2,Typhlocybinae,0a5bb6f4,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.0a5bb6f4.1594850400,2,Typhlocybinae,0a5bb6f4,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.15e612cd.1593036000,2,Typhlocybinae,15e612cd,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.15e612cd.1593640800,2,Typhlocybinae,15e612cd,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.15e612cd.1594245600,2,Typhlocybinae,15e612cd,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.15e612cd.1594850400,2,Typhlocybinae,15e612cd,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.1b74105a.1593036000,2,Typhlocybinae,1b74105a,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.1b74105a.1593640800,2,Typhlocybinae,1b74105a,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.1b74105a.1594245600,2,Typhlocybinae,1b74105a,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.1b74105a.1594850400,2,Typhlocybinae,1b74105a,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.398948ee.1593036000,2,Typhlocybinae,398948ee,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.398948ee.1593640800,2,Typhlocybinae,398948ee,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.398948ee.1594245600,2,Typhlocybinae,398948ee,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.398948ee.1594850400,2,Typhlocybinae,398948ee,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.5595c586.1593036000,2,Typhlocybinae,5595c586,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.5595c586.1593640800,2,Typhlocybinae,5595c586,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.5595c586.1594245600,2,Typhlocybinae,5595c586,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.5595c586.1594850400,2,Typhlocybinae,5595c586,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.5c173ff2.1593036000,2,Typhlocybinae,5c173ff2,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.5c173ff2.1593640800,2,Typhlocybinae,5c173ff2,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.5c173ff2.1594245600,2,Typhlocybinae,5c173ff2,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.5c173ff2.1594850400,2,Typhlocybinae,5c173ff2,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.d9699ed0.1593036000,2,Typhlocybinae,d9699ed0,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.d9699ed0.1593640800,2,Typhlocybinae,d9699ed0,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.d9699ed0.1594245600,2,Typhlocybinae,d9699ed0,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.d9699ed0.1594850400,2,Typhlocybinae,d9699ed0,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.f54ac578.1593036000,2,Typhlocybinae,f54ac578,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.f54ac578.1593640800,2,Typhlocybinae,f54ac578,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.f54ac578.1594245600,2,Typhlocybinae,f54ac578,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.f54ac578.1594850400,2,Typhlocybinae,f54ac578,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
2.f8d61a5c.1593036000,2,Typhlocybinae,f8d61a5c,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
2.f8d61a5c.1593640800,2,Typhlocybinae,f8d61a5c,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
2.f8d61a5c.1594245600,2,Typhlocybinae,f8d61a5c,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
2.f8d61a5c.1594850400,2,Typhlocybinae,f8d61a5c,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.08038ade.1593036000,3,M. fuscula,08038ade,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.08038ade.1593640800,3,M. fuscula,08038ade,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.08038ade.1594245600,3,M. fuscula,08038ade,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.08038ade.1594850400,3,M. fuscula,08038ade,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.0a5bb6f4.1593036000,3,M. fuscula,0a5bb6f4,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.0a5bb6f4.1593640800,3,M. fuscula,0a5bb6f4,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.0a5bb6f4.1594245600,3,M. fuscula,0a5bb6f4,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.0a5bb6f4.1594850400,3,M. fuscula,0a5bb6f4,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.15e612cd.1593036000,3,M. fuscula,15e612cd,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.15e612cd.1593640800,3,M. fuscula,15e612cd,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.15e612cd.1594245600,3,M. fuscula,15e612cd,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.15e612cd.1594850400,3,M. fuscula,15e612cd,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.1b74105a.1593036000,3,M. fuscula,1b74105a,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.1b74105a.1593640800,3,M. fuscula,1b74105a,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.1b74105a.1594245600,3,M. fuscula,1b74105a,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.1b74105a.1594850400,3,M. fuscula,1b74105a,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.398948ee.1593036000,3,M. fuscula,398948ee,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.398948ee.1593640800,3,M. fuscula,398948ee,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.398948ee.1594245600,3,M. fuscula,398948ee,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.398948ee.1594850400,3,M. fuscula,398948ee,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.5595c586.1593036000,3,M. fuscula,5595c586,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.5595c586.1593640800,3,M. fuscula,5595c586,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.5595c586.1594245600,3,M. fuscula,5595c586,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.5595c586.1594850400,3,M. fuscula,5595c586,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.5c173ff2.1593036000,3,M. fuscula,5c173ff2,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.5c173ff2.1593640800,3,M. fuscula,5c173ff2,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.5c173ff2.1594245600,3,M. fuscula,5c173ff2,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.5c173ff2.1594850400,3,M. fuscula,5c173ff2,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.d9699ed0.1593036000,3,M. fuscula,d9699ed0,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
3.d9699ed0.1593640800,3,M. fuscula,d9699ed0,2020-07-01T22:00:00Z,2020-07-08T12:00:00Z
3.d9699ed0.1594245600,3,M. fuscula,d9699ed0,2020-07-08T22:00:00Z,2020-07-15T12:00:00Z
3.d9699ed0.1594850400,3,M. fuscula,d9699ed0,2020-07-15T22:00:00Z,2020-07-22T12:00:00Z
3.f54ac578.1593036000,3,M. fuscula,f54ac578,2020-06-24T22:00:00Z,2020-07-01T12:00:00Z
